"bbIDM17","bbIDM18","bbSPE17","bbSPE18","bbGRO17","bbGRO18","sbIDM17","sbIDM18","sbSPE17","sbSPE18","sbGRO17","sbGRO18","hvIDM17","hvIDM18","hvSPE17","hvSPE18","hvGRO17","hvGRO18","sites"
2.02641558969998,2.08087221119391,1.9520175970567,1.86402903423983,1.56641213964253,1.66035244717522,3.59000263696893,3.51433450450018,2.80735612852238,2.70571346494312,2.75138622848687,2.77009639483414,3.30615828799992,3.03717050877896,3.07532602752357,3.23780213594797,2.00675869149717,1.59607206756451,"NT2023"
2.02318396470473,1.98507135712371,1.86189167264359,1.94850775701109,1.51457275934866,1.63874837954962,3.58279201627217,3.54270096063793,3.04059287304655,3.13335797790013,2.78178131242993,2.74884984516296,3.14194719623773,3.29614473217809,3.10591289820262,3.12396275084335,1.88349255499805,2.36025039221464,"NT4470"
2.16481215029863,2.13956825071378,1.95149368911067,1.90633391386927,1.66368938751768,1.643261609713,3.58202382346874,3.59090645618156,2.80402820310564,2.40986319567118,2.76575526757958,2.72598662719682,3.50632253801564,3.24213962400989,3.26323526147271,3.00452359604983,2.37583846597723,2.49338150290959,"NT5824"
2.09765052892256,2.10852869026182,1.91485980924303,1.89505820285213,1.54094351991379,1.54692656936115,3.55331340372682,3.60734532540464,2.99887336583756,2.84554124168793,2.76766444500501,2.77346853929878,2.71852715935898,3.5123307238899,3.07344186804519,3.35204398910029,2.36553027972731,2.3151867729447,"NX8392"
2.15527078337416,2.20114907822382,1.97967460073532,1.82988844280146,1.6136282955969,1.61338083891063,3.56352729250332,3.5767143543132,2.71693596438062,2.47846732584537,2.78305018396291,2.75485094949346,3.57675162096274,3.16222600311615,3.24716386264525,3.1618180826667,2.35945400231365,2.45720189003491,"SE1582"
2.18793557954902,2.0650452770839,1.86869364728152,1.91912445517138,1.6002055692083,1.52766687446847,3.53953468997539,3.61215338894579,2.74845621488597,3.27214323712033,2.75869622117067,2.77509000453825,2.86160607001021,3.56766102066653,3.46015064019789,3.36354688466565,2.21028491500325,1.35535204411012,"SE1845"
2.09235850621555,2.04615449202485,1.858690784584,1.98957850145966,1.62775870278467,1.67185789895056,3.5901482867628,3.60319925933611,3.32439286200109,3.64294602768192,2.75801625079986,2.76659881643031,2.76845714375975,3.39032890290062,3.23570000262576,2.97056147128881,2.56161036130179,2.4110452912887,"SE1867"
2.09584576422595,1.88382458752353,2.20293843552903,1.79158111585809,1.58527821955543,1.52534432927453,3.57499464240639,3.54705287469667,3.19444799288719,3.06384494854639,2.76865725439482,2.78318166087601,2.98778206678894,3.30119259744103,3.63573394586429,3.21512426253001,2.32515651081513,2.39962226951723,"SE9023"
1.91980722949717,2.13183482653757,1.95493824343611,2.05003469926938,1.48565931644047,1.69291990500418,3.56785229243427,3.55785251052384,3.3030577338773,3.23175624743488,2.74007447464988,2.78675333717007,3.48016614507284,2.92146899863169,3.44424886353271,3.06700470957008,2.49767928114856,2.25200404719933,"SH4072"
2.09602945323043,2.04613724208321,1.79700047917603,1.94468983567986,1.65834378128374,1.62494582233453,3.55614111171308,3.5918596237346,3.55310508894855,2.74991249835022,2.79041026048507,2.79050436809554,3.14686050009662,3.25345584713349,2.70060607893217,3.29544315823414,2.48973502301696,1.73758273587539,"SH4866"
2.0146217347769,2.17454605064079,1.98497039870524,1.7365211969029,1.62454226888289,1.67336653860029,3.58026498853565,3.55241248880851,3.68014155672283,2.93392922078839,2.76640882831247,2.77211968560894,3.48183937639095,3.12513633115111,3.10058774945367,3.10673526670236,2.46740714062767,2.20820962858071,"SH5924"
2.05898939869036,2.11197086172747,2.03136796312639,2.0347867929026,1.58315112971828,1.54146541801545,3.59366497730729,3.58089876857481,2.9070615076245,3.01003686291846,2.7322431196962,2.73903172648075,3.78504320372042,3.11083201839979,3.13779894374964,2.95763236050287,2.53052234925641,2.21005300729071,"SH7038"
2.0671674339439,2.06690152520086,2.12288332793824,1.99197611412794,1.48872428409878,1.62101251140098,3.59257665945094,3.5547813555451,3.04520489811221,3.44119891396165,2.79265023544418,2.78426771470394,3.27907302523325,2.44042444054134,3.30757175889866,3.00178802010675,2.4126038687364,2.57402807708683,"SH7148"
2.12226398594621,2.0066429105629,1.93003889029354,1.89402500881619,1.62729004447291,1.538380646405,3.5719369963,3.59410608107169,3.09473943565088,3.87185549849783,2.78254946521991,2.76948355479686,3.12507512978534,2.81429802194678,3.14759343430009,2.91072036655756,2.35217626980402,2.40158229706717,"SH8170"
2.10182845801213,2.00822212112063,1.82548480445104,1.99844269379459,1.64998298346464,1.60957430050348,3.5582270715601,3.57365681226338,3.32767102082054,3.23449705532408,2.77077728515174,2.77076270430646,3.223406779325,3.84898452951184,2.92954196871192,3.23430198154129,2.51951078732298,2.06518863312826,"SH8207"
2.0940701141921,2.11476083797211,1.70649872396758,1.8516239914619,1.62180846024812,1.67144277591911,3.57300858386825,3.57257379385694,3.56866219044587,2.52497510160866,2.78018252032008,2.78052956018948,2.97902480385392,3.30482213308951,2.90579190840965,3.05475201233204,2.11059142075505,2.39817390582931,"SK0484"
2.04285402505476,2.13186844155013,1.86550902457039,2.08496989669711,1.55038400947567,1.68592102939852,3.59067262790107,3.58421296358292,2.92755691356748,3.85053967964232,2.77699983174109,2.74035465139048,2.73642415362911,3.50588147830674,3.00246707950112,2.76829682269754,1.22355899098361,2.53825282025499,"SK1590"
2.12024016141154,2.18094321686549,1.97524528926693,1.7688004942396,1.65780387012203,1.71212174388105,3.56781477108286,3.55724995200478,3.32703347053337,3.46492076690109,2.77991683054226,2.77298522326157,2.88902373375064,3.18065241301168,3.04703197905217,2.94248527142342,2.41065508950072,2.15662494545658,"SK2557"
2.15931114429354,2.11995000521177,1.73924029115359,1.65340125066293,1.64346791163375,1.54912476749924,3.57446841688687,3.58190857804209,2.90418862487243,3.65113650325055,2.76840064518915,2.76431473388695,3.40232160873282,3.02288961391304,3.02657179253196,2.94865565062523,2.3732120383467,2.22771811979793,"SK4706"
2.1954974212786,1.97854081946092,1.72491555376008,1.84381044978973,1.63782208732745,1.44324678810121,3.54513030044118,3.55485703510774,3.44880311399153,3.27589969025632,2.74649147228413,2.77083385805555,3.44203653443972,2.5647884069301,2.97258568175522,3.06628490252972,2.46134301271016,1.51625746487363,"SK5480"
2.20064953026189,2.21524171529155,1.82896449313568,1.74716870431049,1.61281478867913,1.70938546554018,3.5907761143104,3.57842537670687,2.64495561111003,2.46352162090888,2.77759570068876,2.71878514770852,2.3031668866818,3.30107693311809,2.94515018155842,2.87390089803805,2.23118043890458,2.53528144616913,"SK9826"
2.24461968042241,2.20382542726018,1.92192769049315,1.72011029786145,1.52734063656332,1.67901059001526,3.5851570571215,3.57894637293735,2.52389247302403,2.81638359415216,2.77363173902927,2.78332999109735,3.16472534477616,2.13078911271239,2.93285262690281,3.09104012497412,2.44296184495788,2.44034650529271,"SN0732"
2.26844388185952,2.27034078150306,2.01502608251721,2.33006061436437,1.67575565230164,1.57855177589001,3.55905500683695,3.58722186847078,2.60584645055987,2.4947906348415,2.77917258785506,2.79215145464119,3.04110258954188,3.29912768132629,2.99519997333041,3.1640452709649,2.31696262747949,1.77168612759812,"SN6098"
2.10901260179004,2.25970825285488,2.09747245487408,2.16459751773209,1.65403982851867,1.67398578363338,3.5748856665306,3.58650179760489,2.47811096698838,2.89205954539548,2.76747311579944,2.78354924104995,2.65212909950737,3.20129378240203,3.48107415216828,3.02692329203757,2.56267833929689,2.41469087010887,"SN6185"
2.24216582571361,2.21653492498563,2.04663072545458,1.92258205222506,1.64864452312691,1.69336800590298,3.55151615737045,3.57668893350349,2.53980168971402,2.65821251010298,2.76333141123329,2.77608864046364,2.9379095230646,3.29453229590389,2.85665875016996,2.8887161828578,2.48515213221245,2.39123805452781,"SN6634"
2.22003769537522,2.28849157468276,2.0788333160589,2.14715758355147,1.68704702912581,1.68240767514336,3.58820747495223,3.56150837462423,2.55462351916294,2.47179473869458,2.73899655988562,2.77763291232837,2.99653917729176,3.30927476270973,2.98742706167638,3.21327501781279,2.18169174321561,2.25701198975189,"SN6777"
2.09726149292347,2.16947369217757,1.97067198224347,1.85637539767174,1.68744892303861,1.59018330172846,3.56239871584088,3.59045880473636,2.95478083010792,2.54472557654031,2.76688398904016,2.78375832947165,3.20700963541571,3.18861998277562,3.37509544442693,3.23792420065919,2.23511458831144,1.97250067563305,"SN7659"
2.17441042683562,2.19039235474783,1.81061657426043,1.68966330449821,1.69265610280044,1.70161233960444,3.5865948804945,3.54381709585644,2.57705365728607,2.73149582186755,2.76571797737715,2.77200206188582,3.38887552537899,3.68154400486168,3.06646569884911,3.01045238232353,2.14187984918799,2.34155534254738,"SO1474"
2.2488519191331,2.26556750197567,2.04656528570726,2.14115683898753,1.58908749447898,1.5839085376057,3.58887970394943,3.57497221894328,2.22612047574085,2.51190931823014,2.79422862216564,2.72850097487433,3.42184776320907,2.62899561802803,3.48220920123773,3.16703917851669,2.15667018718692,2.58669718673954,"SO2568"
2.14472386734358,2.18883093970523,1.94846458382753,1.94045940857307,1.7132787360708,1.73220329808481,3.58434287065946,3.56226113942741,2.41062047660519,2.58577189579108,2.76113942976403,2.78256119257811,3.29921484332318,3.17474498095196,3.17354012892269,3.38248220762167,2.45081802394587,2.11369945349627,"SO3129"
2.1597782703967,2.20793238599648,1.85911802888868,2.05829121377204,1.70695760904484,1.64625346200094,3.5736525480989,3.58097085411686,2.47476523839359,2.83551675899624,2.76372965928383,2.77930424414761,3.32126583086571,3.24588027403166,3.19090858911364,2.93839449939829,2.45848234302923,2.32327778926577,"SO4718"
1.97724078032239,2.26549928563147,2.0289317474881,2.14485697241725,1.56959739124897,1.58390388748446,3.57560596914867,3.58647442511256,2.92734990895539,2.73731144193603,2.76551408713112,2.77108030843218,2.66832779814273,3.29628863581856,3.14913876045086,3.14938353288294,1.50101457495024,1.55584317106562,"SO6087"
2.04093786400057,2.18467746506642,2.07129035669963,1.75939076128256,1.587248872795,1.67993324523503,3.59465144278724,3.57197574054164,3.047926296258,2.94559792171544,2.78157169875262,2.78132790114213,3.37053945180081,3.1369643796768,3.30394852420145,3.01283855125503,2.07247991940391,2.58575637631129,"SO8911"
2.09843401907293,2.11980309301676,1.9104154949381,2.1326901197457,1.56768897307791,1.55491486794443,3.58518432428031,3.55040221724894,3.09183441596133,2.8772262602025,2.78635951567132,2.77561301419212,3.54160330268902,3.15282027268835,3.28959983318507,3.26006496035707,2.45014516064526,2.14701570233182,"SP1430"
2.13306827046556,2.22883025709013,1.83034052962232,2.0650765339361,1.54422378569394,1.65317999525627,3.59918680865306,3.5790001019498,2.31327925854802,2.65998840190253,2.75382396456441,2.721501248449,3.16764110581763,3.31006841972697,3.01468944993459,2.94857470677398,1.95034729151096,2.24391751950345,"SP4951"
2.05169954858195,2.15288225776025,2.02037677614079,2.0550782784997,1.64633322407627,1.66086346964431,3.57806432238181,3.56016921313253,3.11351799022308,2.86141761615165,2.73648221026349,2.79473273577022,3.14891850503079,3.41493674780209,3.2495321596573,3.39586810382817,2.45385445821513,2.50802741697599,"SP6302"
2.10814264687105,2.15775104979693,1.9314620347275,2.08315564196002,1.65161545829755,1.63988732162745,3.58169873632647,3.5915880754448,3.11949814344861,2.63963799653703,2.78199056247283,2.77222655356616,3.6337245756163,3.8078285420778,3.37403412677706,3.08334403322217,2.49287621544312,2.52557667945889,"SS8395"
2.02641558969998,2.08087221119391,1.9520175970567,1.86402903423983,1.56641213964253,1.66035244717522,3.59000263696893,3.51433450450018,2.80735612852238,2.70571346494312,2.75138622848687,2.77009639483414,3.30615828799992,3.03717050877896,3.07532602752357,3.23780213594797,2.00675869149717,1.59607206756451,"ST2636"
2.02318396470473,1.98507135712371,1.86189167264359,1.94850775701109,1.51457275934866,1.63874837954962,3.58279201627217,3.54270096063793,3.04059287304655,3.13335797790013,2.78178131242993,2.74884984516296,3.14194719623773,3.29614473217809,3.10591289820262,3.12396275084335,1.88349255499805,2.36025039221464,"ST2983"
2.16481215029863,2.13956825071378,1.95149368911067,1.90633391386927,1.66368938751768,1.643261609713,3.58202382346874,3.59090645618156,2.80402820310564,2.40986319567118,2.76575526757958,2.72598662719682,3.50632253801564,3.24213962400989,3.26323526147271,3.00452359604983,2.37583846597723,2.49338150290959,"ST4543"
2.09765052892256,2.10852869026182,1.91485980924303,1.89505820285213,1.54094351991379,1.54692656936115,3.55331340372682,3.60734532540464,2.99887336583756,2.84554124168793,2.76766444500501,2.77346853929878,2.71852715935898,3.5123307238899,3.07344186804519,3.35204398910029,2.36553027972731,2.3151867729447,"ST9351"
2.15527078337416,2.20114907822382,1.97967460073532,1.82988844280146,1.6136282955969,1.61338083891063,3.56352729250332,3.5767143543132,2.71693596438062,2.47846732584537,2.78305018396291,2.75485094949346,3.57675162096274,3.16222600311615,3.24716386264525,3.1618180826667,2.35945400231365,2.45720189003491,"SU1466"
2.18793557954902,2.0650452770839,1.86869364728152,1.91912445517138,1.6002055692083,1.52766687446847,3.53953468997539,3.61215338894579,2.74845621488597,3.27214323712033,2.75869622117067,2.77509000453825,2.86160607001021,3.56766102066653,3.46015064019789,3.36354688466565,2.21028491500325,1.35535204411012,"SU3986"
2.09235850621555,2.04615449202485,1.858690784584,1.98957850145966,1.62775870278467,1.67185789895056,3.5901482867628,3.60319925933611,3.32439286200109,3.64294602768192,2.75801625079986,2.76659881643031,2.76845714375975,3.39032890290062,3.23570000262576,2.97056147128881,2.56161036130179,2.4110452912887,"SU6679"
2.09584576422595,1.88382458752353,2.20293843552903,1.79158111585809,1.58527821955543,1.52534432927453,3.57499464240639,3.54705287469667,3.19444799288719,3.06384494854639,2.76865725439482,2.78318166087601,2.98778206678894,3.30119259744103,3.63573394586429,3.21512426253001,2.32515651081513,2.39962226951723,"SU7800"
1.91980722949717,2.13183482653757,1.95493824343611,2.05003469926938,1.48565931644047,1.69291990500418,3.56785229243427,3.55785251052384,3.3030577338773,3.23175624743488,2.74007447464988,2.78675333717007,3.48016614507284,2.92146899863169,3.44424886353271,3.06700470957008,2.49767928114856,2.25200404719933,"SX7048"
2.09602945323043,2.04613724208321,1.79700047917603,1.94468983567986,1.65834378128374,1.62494582233453,3.55614111171308,3.5918596237346,3.55310508894855,2.74991249835022,2.79041026048507,2.79050436809554,3.14686050009662,3.25345584713349,2.70060607893217,3.29544315823414,2.48973502301696,1.73758273587539,"SX8144"
2.0146217347769,2.17454605064079,1.98497039870524,1.7365211969029,1.62454226888289,1.67336653860029,3.58026498853565,3.55241248880851,3.68014155672283,2.93392922078839,2.76640882831247,2.77211968560894,3.48183937639095,3.12513633115111,3.10058774945367,3.10673526670236,2.46740714062767,2.20820962858071,"SY8586"
2.05898939869036,2.11197086172747,2.03136796312639,2.0347867929026,1.58315112971828,1.54146541801545,3.59366497730729,3.58089876857481,2.9070615076245,3.01003686291846,2.7322431196962,2.73903172648075,3.78504320372042,3.11083201839979,3.13779894374964,2.95763236050287,2.53052234925641,2.21005300729071,"TG4403"
2.0671674339439,2.06690152520086,2.12288332793824,1.99197611412794,1.48872428409878,1.62101251140098,3.59257665945094,3.5547813555451,3.04520489811221,3.44119891396165,2.79265023544418,2.78426771470394,3.27907302523325,2.44042444054134,3.30757175889866,3.00178802010675,2.4126038687364,2.57402807708683,"TL3266"
2.12226398594621,2.0066429105629,1.93003889029354,1.89402500881619,1.62729004447291,1.538380646405,3.5719369963,3.59410608107169,3.09473943565088,3.87185549849783,2.78254946521991,2.76948355479686,3.12507512978534,2.81429802194678,3.14759343430009,2.91072036655756,2.35217626980402,2.40158229706717,"TM3949"
2.10182845801213,2.00822212112063,1.82548480445104,1.99844269379459,1.64998298346464,1.60957430050348,3.5582270715601,3.57365681226338,3.32767102082054,3.23449705532408,2.77077728515174,2.77076270430646,3.223406779325,3.84898452951184,2.92954196871192,3.23430198154129,2.51951078732298,2.06518863312826,"TQ1827"
2.0940701141921,2.11476083797211,1.70649872396758,1.8516239914619,1.62180846024812,1.67144277591911,3.57300858386825,3.57257379385694,3.56866219044587,2.52497510160866,2.78018252032008,2.78052956018948,2.97902480385392,3.30482213308951,2.90579190840965,3.05475201233204,2.11059142075505,2.39817390582931,"TQ3110"
2.04285402505476,2.13186844155013,1.86550902457039,2.08496989669711,1.55038400947567,1.68592102939852,3.59067262790107,3.58421296358292,2.92755691356748,3.85053967964232,2.77699983174109,2.74035465139048,2.73642415362911,3.50588147830674,3.00246707950112,2.76829682269754,1.22355899098361,2.53825282025499,"TQ4450"
2.12024016141154,2.18094321686549,1.97524528926693,1.7688004942396,1.65780387012203,1.71212174388105,3.56781477108286,3.55724995200478,3.32703347053337,3.46492076690109,2.77991683054226,2.77298522326157,2.88902373375064,3.18065241301168,3.04703197905217,2.94248527142342,2.41065508950072,2.15662494545658,"TQ8038"
2.15931114429354,2.11995000521177,1.73924029115359,1.65340125066293,1.64346791163375,1.54912476749924,3.57446841688687,3.58190857804209,2.90418862487243,3.65113650325055,2.76840064518915,2.76431473388695,3.40232160873282,3.02288961391304,3.02657179253196,2.94865565062523,2.3732120383467,2.22771811979793,"TR0534"
2.1954974212786,1.97854081946092,1.72491555376008,1.84381044978973,1.63782208732745,1.44324678810121,3.54513030044118,3.55485703510774,3.44880311399153,3.27589969025632,2.74649147228413,2.77083385805555,3.44203653443972,2.5647884069301,2.97258568175522,3.06628490252972,2.46134301271016,1.51625746487363,"TR3149"
