"sites","bb_IDM_0","bb_IDM_1","bb_IDM_2","bb_SPE_0","bb_SPE_1","bb_SPE_2","bb_GRO_0","bb_GRO_1","bb_GRO_2","hv_IDM_0","hv_IDM_1","hv_IDM_2","hv_SPE_0","hv_SPE_1","hv_SPE_2","hv_GRO_0","hv_GRO_1","hv_GRO_2","sb_IDM_0","sb_IDM_1","sb_IDM_2","sb_SPE_0","sb_SPE_1","sb_SPE_2","sb_GRO_0","sb_GRO_1","sb_GRO_2","region"
"SO4718",17,15.4115528730337,13.953033931582,17,9.1476614161946,5.375206893247,17,16.8334042057462,16.675409564389,79,57.5465944862886,35.5955970930079,79,66.6585151505987,51.2199153533753,79,78.5300306912614,78.0458309757724,70,66.0387302658439,61.5394715826495,70,56.2270932628425,45.0995304258175,70,69.4157582679508,68.8196538669527,"WAL"
"SO6087",17,7.42546150858733,3.5620116463632,17,10.5082404182106,6.82614189158657,17,16.3610331129238,15.7969655677003,79,74.7688042140016,71.8565869693305,79,71.9687657668337,65.8480770050053,79,78.3158628852457,77.6051140312595,70,65.1479456475918,57.0209658445695,70,60.7025646412872,51.2819887494396,70,69.7245430204677,69.4447942115401,"ENG"
"SO8911",17,2.100383195716,1.32152421973605,17,11.953021324587,9.63651180457901,17,15.9639344439182,14.9525456895336,79,74.3515721119921,70.1663325298077,79,70.2121158961075,62.3007470331917,79,78.3901043404903,77.7349371200738,70,67.290890134422,64.0129279213306,70,61.2246249229264,54.172752876111,70,69.6623063068805,69.3193719379586,"ENG"
"SP1430",17,3.64983786931704,2.46094919972113,17,8.73820596576918,5.21191264720522,17,16.2905592590964,15.4689852711428,79,65.1971452938923,41.522899966788,79,63.7635817597336,45.0139394252278,79,78.4538116503474,77.9049833233228,70,67.8904974794424,65.1879493633912,70,61.03148141035,52.9648315518488,70,69.627963203255,69.2629056654919,"ENG"
"SP4951",17,15.7425044253576,14.3877549327607,17,8.5196748986128,5.19627574061569,17,16.9083229639956,16.8173151836413,79,68.7163794458861,58.2305920647372,79,68.9318840563552,58.9151596850511,79,78.4409017042378,77.8948971699301,70,67.7715503766417,65.188173241026,70,59.183574688104,50.8457415877407,70,69.597698487845,69.200409783225,"ENG"
"SP6302",17,14.5063204910857,12.2857589669471,17,11.4603086662839,8.26154792858127,17,16.9055510896565,16.8127673778285,79,59.404318027684,34.3217441023049,79,71.5374340440313,63.2449687115402,79,78.39975947129,77.8054341664553,70,68.9101259729132,67.6129974961699,70,57.9307862987012,44.6387508578464,70,69.6048398996254,69.1955829970745,"ENG"
"SS8395",17,14.8869043063017,12.4975848413467,17,11.2170715899879,8.45936936340512,17,16.9229801573897,16.8421914151308,79,67.537578125008,53.7560895801527,79,67.3838762068043,54.9398461857588,79,78.3303865807705,77.6769831579553,70,69.3093426663368,68.5841259808756,70,61.3607043091276,54.1158787900395,70,69.5932373107299,69.1894104447743,"WAL"
"ST2636",17,7.10108309119815,3.44494539029886,17,12.1497630789909,9.47121012128207,17,16.79734186344,16.5936522432047,79,69.7685441961005,57.4576497151362,79,71.7868145907212,64.9058949794416,79,78.505812908882,78.0098909082385,70,66.522608671263,62.4101337324317,70,54.6518427220889,40.9804504720108,70,69.5438779861548,69.1059001087416,"ENG"
"ST2983",17,15.8785235603892,14.729554053321,17,14.2823724653205,12.3528749359795,17,16.9250123075065,16.8519070160271,79,54.750281553696,31.0014193386793,79,68.5282214214298,59.0762386316974,79,78.4938326130439,77.9912618846417,70,69.4006125778046,68.8159279833943,70,57.963343792258,46.5087055113033,70,69.5731101402916,69.128346296705,"WAL"
"ST4543",17,12.0317071585612,8.63695658384414,17,12.4681964676306,10.0966015025913,17,16.7631044367414,16.5257849135968,79,17.3395683076414,4.10861164394679,79,71.2787444281407,64.6278686088791,79,78.2820476342046,77.5431943651653,70,43.5801740142735,15.7424344481797,70,39.3688703392345,16.3047209429733,70,69.5257954995459,69.0342664701613,"ENG"
